VBELN,ERDAT,KUNNR,MATNR,KWMENG,WERKS,VDATU,EDATU,VSBED,LPRIO,AUFT_STATUS,VKORG,VTWEG,SPART,AUART,BSTNK,WAERK,NETWR,INCO1,ZTERM,ERNAM
4500000228,28.07.2025,0000100019,100000000000000040,238,2000,02.08.2025,01.08.2025,02,01,Open,1000,10,00,OR,PO64502,JPY,3261076,CIP,NT60,Y.SUZUKI
4500000184,08.07.2025,0000100027,100000000000000024,362,1000,20.07.2025,18.07.2025,01,01,Open,1000,10,00,OR,PO60986,JPY,338108,FOB,NT30,M.SATO
4500000256,05.07.2025,0000100039,100000000000000052,37,2000,16.07.2025,11.07.2025,02,01,Open,1000,10,00,OR,PO41897,JPY,248788,FOB,NT30,K.TANAKA
4500000102,2025-06-06,0000100007,100000000000000009,100,1000,17.06.2025,10.06.2025,01,01,On Hold,1000,10,00,OR,PO70925,JPY,1256600,CIP,NT30,H.WATANABE
4500000121,2025-07-11,0000100012,100000000000000049,399,4000,16.07.2025,17.07.2025,01,01,Open,1000,10,00,OR,PO46352,JPY,2399586,CIP,NT30,R.ITO
4500000231,03.05.2025,0000100008,100000000000000044,179,3000,08.05.2025,13.05.2025,01,01,Open,1000,10,00,OR,PO17563,JPY,1087246,CIP,NT45,M.SATO
4500000145,19.07.2025,0000100006,100000000000000013,113,4000,31.07.2025,29.07.2025,02,01,Open,1000,10,00,OR,PO53403,JPY,1066155,EXW,NT60,Y.SUZUKI
4500000168,28.05.2025,0000100040,100000000000000056,120,4000,07.06.2025,07.06.2025,02,01,Open,1000,10,00,OR,PO53746,JPY,736200,FOB,NT60,Y.SUZUKI
4500000181,26.07.2025,0000100015,100000000000000027,373,3000,07.08.2025,31.07.2025,01,01,Open,1000,10,00,OR,PO13517,JPY,4562163,FOB,NT30,K.TANAKA
4500000191,28.07.2025,0000100022,100000000000000005,248,2000,06.08.2025,02.08.2025,01,01,Open,1000,10,00,OR,PO92324,JPY,1241488,EXW,NT60,K.TANAKA
4500000032,28.06.2025,0000100006,100000000000000039,226,1000,03.07.2025,02.07.2025,02,01,Open,1000,10,00,OR,PO49013,JPY,2922632,EXW,NT60,H.WATANABE
4500000106,10.07.2025,0000100033,100000000000000060,283,4000,16.07.2025,14.07.2025,01,03,Open,1000,10,00,OR,PO82764,JPY,342713,CIP,NT30,K.TANAKA
4500000275,06.05.2025,0000100008,100000000000000049,257 ,3000,16.05.2025,14.05.2025,03,01,Open,1000,10,00,OR,PO85455,JPY,1545598,DAP,NT60,M.SATO
4500000195,22.06.2025,0000100007,100000000000000045,35,2000,28.06.2025,29.06.2025,01,01,Open,1000,10,00,OR,PO11407,JPY,176820,EXW,NT30,M.SATO
4500000243,2025-06-30,0000100033,100000000000000028,201,4000,05.07.2025,08.07.2025,01,01,Open,1000,10,00,OR,PO21233,JPY,2240547,CIP,NT30,Y.SUZUKI
4500000022,22.06.2025,0000100038,100000000000000037,47,1000,04.07.2025,27.06.2025,01,01,Open,1000,10,00,OR,PO62742,JPY,692874,EXW,NT60,M.SATO
4500000051,2025-07-09,0000100014,100000000000000025,237,4000,19.07.2025,19.07.2025,01,01,Open,1000,10,00,OR,PO64523,JPY,2297715,CIP,NT45,M.SATO
4500000126,11.07.2025,0000100016,100000000000000010,214,1000,16.07.2025,17.07.2025,01,01,On Hold,1000,10,00,OR,PO77933,JPY,466306,CIP,NT45,Y.SUZUKI
4500000111,13.07.2025,0000100011,100000000000000032,76,3000,18.07.2025,23.07.2025,01,02,Open,1000,10,00,OR,PO99404,JPY,312436,EXW,NT60,Y.SUZUKI
4500000026,03.06.2025,0000100030,100000000000000037,177,4000,10.06.2025,10.06.2025,01,02,Open,1000,10,00,OR,PO98662,JPY,2609334,FOB,NT60,M.SATO
4500000003,22.06.2025,0000100030,100000000000000010,76,3000,01.07.2025,01.07.2025,01,01,Open,1000,10,00,OR,PO22488,JPY,165604,DAP,NT30,Y.SUZUKI
4500000183,21.06.2025,0000100009,100000000000000007,108 ,1000,02.07.2025,01.07.2025,01,02,Open,1000,10,00,OR,PO63852,JPY,448956,CIP,NT30,K.TANAKA
4500000103,29.07.2025,0000100025,100000000000000011,142,2000,,03.08.2025,01,01,Open,1000,10,00,OR,PO12440,JPY,1645354,EXW,NT60,R.ITO
4500000273,28.06.2025,0000100019,100000000000000011,378,4000,04.07.2025,03.07.2025,02,01,Open,1000,10,00,OR,PO17094,JPY,4379886,EXW,NT45,M.SATO
4500000090,01.06.2025,0000100016,100000000000000030,84,3000,07.06.2025,05.06.2025,01,03,Open,1000,10,00,OR,PO61825,JPY,791952,EXW,NT60,K.TANAKA
4500000188,18.07.2025,0000100033,100000000000000034,319,2000,26.07.2025,27.07.2025,01,01,On Hold,1000,10,00,OR,PO69809,JPY,3239126,EXW,NT60,Y.SUZUKI
4500000297,24.07.2025,0000100027,100000000000000051,145,1000,05.08.2025,31.07.2025,02,02,Open,1000,10,00,OR,PO18645,JPY,292755,EXW,NT60,K.TANAKA
4500000224,09.06.2025,0000100040,100000000000000059,358,1000,21.06.2025,13.06.2025,01,01,Open,1000,10,00,OR,PO73176,JPY,4912834,DAP,NT45,H.WATANABE
4500000260,04.07.2025,0000100033,100000000000000008,125,1000,14.07.2025,11.07.2025,02,01,Open,1000,10,00,OR,PO60023,JPY,348250,CIP,NT30,M.SATO
4500000272,07.07.2025,0000100026,100000000000000013,167,4000,12.07.2025,16.07.2025,01,01,Open,1000,10,00,OR,PO81828,JPY,1575645,CIP,NT30,M.SATO
4500000273,28.06.2025,0000100019,100000000000000011,378,4000,04.07.2025,03.07.2025,02,01,Open,1000,10,00,OR,PO17094,JPY,4379886,EXW,NT45,M.SATO
4500000158,2025-05-04,0000100009,100000000000000043,173,2000,13.05.2025,13.05.2025,01,01,Open,1000,10,00,OR,PO71691,JPY,1284352,DAP,NT30,R.ITO
4500000002,27.07.2025,0000100018,100000000000000045,316,1000,04.08.2025,01.08.2025,01,01,Open,1000,10,00,OR,PO62108,JPY,1596432,FOB,NT60,H.WATANABE
4500000092,13.07.2025,0000100032,100000000000000004,334,3000,23.07.2025,22.07.2025,01,02,Open,1000,10,00,OR,PO83537,JPY,4224766,DAP,NT60,R.ITO
4500000015,2025-06-23,0000100022,100000000000000018,400,1000,04.07.2025,02.07.2025,01,01,Open,1000,10,00,OR,PO84814,JPY,395200,FOB,NT45,K.TANAKA
4500000125,15.07.2025,0000100024,100000000000000008,96 ,1000,20.07.2025,22.07.2025,01,01,Open,1000,10,00,OR,PO98224,JPY,267456,DAP,NT45,H.WATANABE
4500000159,23.05.2025,0000100007,100000000000000027,296,4000,03.06.2025,02.06.2025,01,01,Open,1000,10,00,OR,PO59055,JPY,3620376,CIP,NT60,H.WATANABE
4500000119,20.07.2025,0000100011,100000000000000029,374,3000,31.07.2025,28.07.2025,01,01,Open,1000,10,00,OR,PO38986,JPY,4484260,FOB,NT45,Y.SUZUKI
4500000010,26.05.2025,0000100005,100000000000000039,350,1000,03.06.2025,03.06.2025,02,01,Open,1000,10,00,OR,PO29826,JPY,4526200,CIP,NT30,M.SATO
4500000299,08.06.2025,0000100013,100000000000000006,193,4000,16.06.2025,12.06.2025,01,02,Open,1000,10,00,OR,PO23762,JPY,870816,DAP,NT30,R.ITO
4500000165,15.06.2025,0000100019,100000000000000029,75,2000,24.06.2025,25.06.2025,01,01,Open,1000,10,00,OR,PO58170,JPY,899250,CIP,NT45,Y.SUZUKI
4500000079,18.07.2025,0000100031,100000000000000017,374,2000,29.07.2025,23.07.2025,01,01,Open,1000,10,00,OR,PO58404,JPY,381480,CIP,NT60,R.ITO
4500000056,28.06.2025,0000100020,100000000000000051,307,3000,07.07.2025,05.07.2025,01,01,Open,1000,10,00,OR,PO24539,JPY,619833,DAP,NT60,R.ITO
4500000101,01.06.2025,0000100023,100000000000000036,226,4000,12.06.2025,05.06.2025,01,01,Open,1000,10,00,OR,PO40997,JPY,3109986,CIP,NT60,R.ITO
4500000146,30.06.2025,0000100004,100000000000000059,365,3000,12.07.2025,08.07.2025,01,01,Open,1000,10,00,OR,PO15530,JPY,5008895,CIP,NT30,K.TANAKA
4500000162,07.07.2025,0000100036,100000000000000014,179,4000,15.07.2025,17.07.2025,01,01,Open,1000,10,00,OR,PO38651,JPY,344396,EXW,NT45,H.WATANABE
4500000189,16.06.2025,0000100018,100000000000000015,237,2000,25.06.2025,21.06.2025,03,01,Open,1000,10,00,OR,PO64401,JPY,2411238,FOB,NT30,R.ITO
4500000001,30.06.2025,0000100035,100000000000000008,45,4000,10.07.2025,08.07.2025,01,02,Open,1000,10,00,OR,PO42547,JPY,125370,EXW,NT60,H.WATANABE
4500000055,21.05.2025,0000100017,100000000000000013,313,2000,27.05.2025,26.05.2025,01,02,Open,1000,10,00,OR,PO77552,JPY,2953155,DAP,NT60,K.TANAKA
4500000068,17.06.2025,0000100040,100000000000000028,332,3000,23.06.2025,26.06.2025,03,03,Open,1000,10,00,OR,PO62944,JPY,3700804,CIP,NT60,M.SATO
4500000076,06.07.2025,0000100030,100000000000000016,303,2000,18.07.2025,14.07.2025,01,01,Open,1000,10,00,OR,PO98137,JPY,2245836,FOB,NT60,H.WATANABE
4500000124,04.06.2025,0000100007,100000000000000058,121,1000,09.06.2025,09.06.2025,02,01,Cancelled,1000,10,00,OR,PO98832,JPY,584793,EXW,NT60,R.ITO
4500000077,12.07.2025,0000100019,100000000000000005,263,4000,18.07.2025,17.07.2025,01,01,Open,1000,10,00,OR,PO86332,JPY,1316578,FOB,NT45,H.WATANABE
4500000075,12.06.2025,0000100016,100000000000000030,141,1000,17.06.2025,18.06.2025,01,01,Open,1000,10,00,OR,PO86230,JPY,1329348,FOB,NT45,Y.SUZUKI
4500000031,2025-07-31,0000100030,100000000000000005,140,2000,08.08.2025,07.08.2025,02,01,Open,1000,10,00,OR,PO96714,JPY,700840,CIP,NT30,M.SATO
4500000197,19.07.2025,0000100026,100000000000000018,190,4000,31.07.2025,26.07.2025,02,01,Open,1000,10,00,OR,PO46587,JPY,187720,FOB,NT30,K.TANAKA
4500000139,23.05.2025,0000100004,100000000000000007,110,3000,01.06.2025,01.06.2025,03,01,Open,1000,10,00,OR,PO26512,JPY,457270,EXW,NT45,H.WATANABE
4500000213,07.05.2025,0000100037,100000000000000025,33,1000,18.05.2025,14.05.2025,03,01,Open,1000,10,00,OR,PO66164,JPY,319935,FOB,NT60,K.TANAKA
4500000265,10.05.2025,0000100033,100000000000000059,31,3000,15.05.2025,16.05.2025,01,01,Open,1000,10,00,OR,PO38692,JPY,425413,CIP,NT60,H.WATANABE
4500000174,02.07.2025,0000100011,100000000000000035,74,2000,11.07.2025,11.07.2025,02,02,Open,1000,10,00,OR,PO64747,JPY,374218,FOB,NT45,H.WATANABE
4500000087,12.05.2025,0000100037,100000000000000008,285,1000,19.05.2025,17.05.2025,02,01,Open,1000,10,00,OR,PO85112,JPY,794010,EXW,NT60,H.WATANABE
4500000029,26.05.2025,0000100004,100000000000000017,63,4000,01.06.2025,03.06.2025,02,01,Open,1000,10,00,OR,PO15910,JPY,64260,DAP,NT60,H.WATANABE
4500000096,30.06.2025,0000100011,100000000000000047,91,3000,07.07.2025,08.07.2025,01,01,Open,1000,10,00,OR,PO13049,JPY,366457,EXW,NT45,M.SATO
4500000237,14.07.2025,0000100009,100000000000000006,54,4000,26.07.2025,21.07.2025,01,01,Open,1000,10,00,OR,PO24322,JPY,243648,EXW,NT30,Y.SUZUKI
4500000288,03.06.2025,0000100016,100000000000000042,308,3000,12.06.2025,07.06.2025,01,01,Open,1000,10,00,OR,PO81359,JPY,3676904,FOB,NT45,K.TANAKA
4500000127,31.07.2025,0000100024,100000000000000030,302,1000,11.08.2025,04.08.2025,01,01,Open,1000,10,00,OR,PO16155,JPY,2847256,EXW,NT45,R.ITO
4500000109,2025-06-22,0000100002,100000000000000048,235,2000,30.06.2025,27.06.2025,01,01,Open,1000,10,00,OR,PO80004,JPY,3057115,DAP,NT45,K.TANAKA
4500000014,02.06.2025,0000100011,100000000000000052,216,2000,12.06.2025,12.06.2025,01,01,Open,1000,10,00,OR,PO76681,JPY,1452384,EXW,NT60,R.ITO
4500000091,10.05.2025,0000100009,100000000000000033,124,3000,20.05.2025,18.05.2025,02,01,Open,1000,10,00,OR,PO94661,JPY,974516,DAP,NT30,K.TANAKA
4500000132,03.07.2025,0000100035,100000000000000051,181,4000,14.07.2025,09.07.2025,02,01,Open,1000,10,00,OR,PO78114,JPY,365439,FOB,NT30,R.ITO
4500000035,2025-05-18,0000100010,100000000000000032,265,3000,,25.05.2025,02,01,Open,1000,10,00,OR,PO95957,JPY,1089415,CIP,NT45,H.WATANABE
4500000294,18.06.2025,0000100006,100000000000000026,125,2000,24.06.2025,26.06.2025,01,01,Open,1000,10,00,OR,PO36707,JPY,469625,DAP,NT60,Y.SUZUKI
4500000292,08.07.2025,0000100013,100000000000000024,80,4000,17.07.2025,18.07.2025,01,01,Open,1000,10,00,OR,PO26841,JPY,74720,CIP,NT30,R.ITO
4500000020,22.07.2025,0000100016,100000000000000018,44,4000,01.08.2025,28.07.2025,02,01,Open,1000,10,00,OR,PO47087,JPY,43472,EXW,NT30,K.TANAKA
4500000281,15.05.2025,0000100014,100000000000000059,192,4000,21.05.2025,20.05.2025,01,01,Open,1000,10,00,OR,PO97659,JPY,2634816,FOB,NT30,R.ITO
4500000058,11.05.2025,0000100022,100000000000000007,150,4000,18.05.2025,17.05.2025,01,02,Open,1000,10,00,OR,PO48289,JPY,623550,CIP,NT60,H.WATANABE
4500000232,08.07.2025,0000100020,100000000000000037,289,3000,18.07.2025,18.07.2025,01,01,Open,1000,10,00,OR,PO92700,JPY,4260438,DAP,NT60,M.SATO
4500000135,26.07.2025,0000100026,100000000000000038,177,1000,02.08.2025,04.08.2025,01,01,Open,1000,10,00,OR,PO23346,JPY,107262,DAP,NT60,K.TANAKA
4500000196,08.06.2025,0000100023,100000000000000021,382,4000,17.06.2025,15.06.2025,01,01,Open,1000,10,00,OR,PO18943,JPY,1646802,DAP,NT60,M.SATO
4500000200,10.07.2025,0000100001,100000000000000045,391,4000,21.07.2025,20.07.2025,01,01,Open,1000,10,00,OR,PO78534,JPY,1975332,DAP,NT45,Y.SUZUKI
4500000173,29.06.2025,0000100026,100000000000000028,13,3000,04.07.2025,08.07.2025,01,01,Open,1000,10,00,OR,PO71438,JPY,144911,CIP,NT45,K.TANAKA
4500000270,27.07.2025,0000100021,100000000000000023,195,2000,05.08.2025,31.07.2025,01,03,Open,1000,10,00,OR,PO30865,JPY,2020785,DAP,NT60,H.WATANABE
4500000115,22.07.2025,0000100027,100000000000000025,43,4000,28.07.2025,29.07.2025,01,02,Open,1000,10,00,OR,PO80601,JPY,416885,DAP,NT60,H.WATANABE
4500000241,14.05.2025,0000100038,100000000000000001,70,4000,19.05.2025,18.05.2025,02,01,Open,1000,10,00,OR,PO37862,JPY,768320,FOB,NT30,K.TANAKA
4500000011,2025-05-12,0000100001,100000000000000030,42,1000,19.05.2025,18.05.2025,01,01,Open,1000,10,00,OR,PO44108,JPY,395976,FOB,NT60,H.WATANABE
4500000156,08.06.2025,0000100008,100000000000000051,259,1000,17.06.2025,18.06.2025,01,01,Open,1000,10,00,OR,PO16054,JPY,522921,FOB,NT60,Y.SUZUKI
4500000176,15.05.2025,0000100019,100000000000000040,104,1000,24.05.2025,24.05.2025,01,01,Open,1000,10,00,OR,PO39555,JPY,1425008,CIP,NT45,H.WATANABE
4500000136,2025-05-19,0000100012,100000000000000047,364,1000,24.05.2025,24.05.2025,03,01,Open,1000,10,00,OR,PO63884,JPY,1465828,FOB,NT60,R.ITO
4500000242,27.05.2025,0000100036,100000000000000025,218,3000,03.06.2025,01.06.2025,01,03,On Hold,1000,10,00,OR,PO63581,JPY,2113510,CIP,NT60,R.ITO
4500000226,09.05.2025,0000100027,100000000000000020,378,3000,16.05.2025,13.05.2025,02,01,Open,1000,10,00,OR,PO59171,JPY,1542996,CIP,NT30,Y.SUZUKI
4500000211,2025-06-20,0000100036,100000000000000060,189,3000,01.07.2025,24.06.2025,03,01,Open,1000,10,00,OR,PO12313,JPY,228879,CIP,NT45,R.ITO
4500000236,11.07.2025,0000100029,100000000000000004,19,2000,17.07.2025,18.07.2025,01,01,Open,1000,10,00,OR,PO60172,JPY,240331,EXW,NT60,H.WATANABE
4500000244,01.07.2025,0000100034,100000000000000006,130,1000,07.07.2025,10.07.2025,01,01,Open,1000,10,00,OR,PO73595,JPY,586560,DAP,NT30,K.TANAKA
4500000170,14.05.2025,0000100023,100000000000000015,344,2000,22.05.2025,24.05.2025,01,01,Open,1000,10,00,OR,PO81188,JPY,3499856,EXW,NT30,Y.SUZUKI
4500000296,26.07.2025,0000100004,100000000000000045,134,2000,05.08.2025,05.08.2025,01,01,Open,1000,10,00,OR,PO89116,JPY,676968,FOB,NT30,Y.SUZUKI
4500000063,31.07.2025,0000100009,100000000000000049,234,4000,05.08.2025,06.08.2025,01,02,Open,1000,10,00,OR,PO77653,JPY,1407276,EXW,NT30,H.WATANABE
4500000089,19.06.2025,0000100025,100000000000000029,197,4000,26.06.2025,28.06.2025,01,03,Open,1000,10,00,OR,PO29527,JPY,2362030,EXW,NT30,R.ITO
4500000192,20.07.2025,0000100001,100000000000000049,251,1000,29.07.2025,27.07.2025,01,01,Open,1000,10,00,OR,PO74682,JPY,1509514,CIP,NT60,K.TANAKA
4500000298,22.07.2025,0000100029,100000000000000051,6,2000,01.08.2025,30.07.2025,01,01,Open,1000,10,00,OR,PO39591,JPY,12114,EXW,NT30,K.TANAKA
4500000180,20.06.2025,0000100025,100000000000000024,269,1000,28.06.2025,28.06.2025,01,03,Open,1000,10,00,OR,PO32468,JPY,251246,DAP,NT60,R.ITO
4500000266,06.06.2025,0000100033,100000000000000044,146,4000,18.06.2025,13.06.2025,01,01,Open,1000,10,00,OR,PO14501,JPY,886804,EXW,NT45,R.ITO
4500000004,09.07.2025,0000100017,100000000000000036,353,1000,18.07.2025,19.07.2025,02,01,Open,1000,10,00,OR,PO89478,JPY,4857633,DAP,NT30,Y.SUZUKI
4500000098,17.06.2025,0000100018,100000000000000051,45,4000,25.06.2025,26.06.2025,01,01,Open,1000,10,00,OR,PO21747,JPY,90855,FOB,NT45,H.WATANABE
4500000008,15.06.2025,0000100007,100000000000000016,102,2000,22.06.2025,21.06.2025,01,01,Open,1000,10,00,OR,PO46831,JPY,756024,EXW,NT45,Y.SUZUKI
4500000208,07.05.2025,0000100013,100000000000000007,103,4000,18.05.2025,16.05.2025,01,01,Open,1000,10,00,OR,PO75480,JPY,428171,DAP,NT60,R.ITO
4500000064,18.07.2025,0000100035,100000000000000002,372 ,2000,28.07.2025,23.07.2025,01,01,Open,1000,10,00,OR,PO19120,JPY,864528,DAP,NT45,Y.SUZUKI
4500000255,28.07.2025,0000100035,100000000000000010,41,2000,02.08.2025,04.08.2025,01,01,Open,1000,10,00,OR,PO81925,JPY,89339,CIP,NT30,H.WATANABE
4500000246,19.07.2025,0000100012,100000000000000059,342,2000,28.07.2025,29.07.2025,01,02,Open,1000,10,00,OR,PO44843,JPY,4693266,CIP,NT45,Y.SUZUKI
4500000070,2025-05-28,0000100008,100000000000000009,236,1000,03.06.2025,07.06.2025,01,01,Open,1000,10,00,OR,PO80442,JPY,2965576,EXW,NT45,M.SATO
4500000261,2025-07-20,0000100030,100000000000000012,196,4000,30.07.2025,26.07.2025,01,01,Open,1000,10,00,OR,PO54595,JPY,2476460,FOB,NT60,K.TANAKA
4500000218,25.07.2025,0000100025,100000000000000015,265,4000,04.08.2025,01.08.2025,03,01,Open,1000,10,00,OR,PO60002,JPY,2696110,EXW,NT30,H.WATANABE
4500000006,12.07.2025,0000100011,100000000000000017,113,4000,20.07.2025,21.07.2025,03,02,Open,1000,10,00,OR,PO74597,JPY,115260,EXW,NT45,M.SATO
4500000253,14.06.2025,0000100020,100000000000000026,328,1000,24.06.2025,22.06.2025,03,01,Open,1000,10,00,OR,PO55656,JPY,1232296,CIP,NT45,K.TANAKA
4500000287,05.06.2025,0000100032,100000000000000038,320,4000,14.06.2025,11.06.2025,01,02,Open,1000,10,00,OR,PO21510,JPY,193920,EXW,NT30,K.TANAKA
4500000044,19.06.2025,0000100035,100000000000000027,217,2000,30.06.2025,25.06.2025,01,02,Cancelled,1000,10,00,OR,PO98954,JPY,2654127,CIP,NT30,K.TANAKA
4500000030,10.06.2025,0000100038,100000000000000028,296,3000,16.06.2025,20.06.2025,01,01,Open,1000,10,00,OR,PO43211,JPY,3299512,EXW,NT45,R.ITO
4500000085,27.07.2025,0000100007,100000000000000012,249,2000,05.08.2025,03.08.2025,01,01,Open,1000,10,00,OR,PO28630,JPY,3146115,CIP,NT30,Y.SUZUKI
4500000048,30.06.2025,0000100033,100000000000000039,55,4000,08.07.2025,07.07.2025,02,01,Open,1000,10,00,OR,PO88918,JPY,711260,CIP,NT30,Y.SUZUKI
4500000123,23.05.2025,0000100032,100000000000000023,90,3000,01.06.2025,01.06.2025,01,01,Open,1000,10,00,OR,PO84698,JPY,932670,FOB,NT60,Y.SUZUKI
4500000040,23.07.2025,0000100028,100000000000000045,238,3000,03.08.2025,02.08.2025,02,01,Open,1000,10,00,OR,PO25264,JPY,1202376,FOB,NT30,H.WATANABE
4500000041,08.06.2025,0000100015,100000000000000039,117,3000,15.06.2025,17.06.2025,01,01,Open,1000,10,00,OR,PO86706,JPY,1513044,FOB,NT30,Y.SUZUKI
4500000047,20.07.2025,0000100003,100000000000000047,239,3000,,30.07.2025,01,01,Open,1000,10,00,OR,PO55068,JPY,962453,CIP,NT30,R.ITO
4500000161,07.06.2025,0000100004,100000000000000033,286,2000,15.06.2025,11.06.2025,01,01,Open,1000,10,00,OR,PO95162,JPY,2247674,DAP,NT30,M.SATO
4500000209,19.06.2025,0000100004,100000000000000053,275,3000,28.06.2025,23.06.2025,01,01,Open,1000,10,00,OR,PO43022,JPY,573100,DAP,NT60,Y.SUZUKI
4500000282,13.05.2025,0000100021,100000000000000032,202,1000,22.05.2025,22.05.2025,01,01,Open,1000,10,00,OR,PO22393,JPY,830422,FOB,NT45,H.WATANABE
4500000045,30.06.2025,0000100006,100000000000000043,333,2000,05.07.2025,10.07.2025,01,03,Open,1000,10,00,OR,PO18324,JPY,2472192,EXW,NT60,H.WATANABE
4500000157,2025-05-17,0000100037,100000000000000043,81,4000,23.05.2025,26.05.2025,03,02,Open,1000,10,00,OR,PO46709,JPY,601344,FOB,NT60,R.ITO
4500000118,2025-05-04,0000100001,100000000000000045,66,3000,11.05.2025,11.05.2025,03,01,Open,1000,10,00,OR,PO46848,JPY,333432,EXW,NT30,K.TANAKA
4500000267,13.05.2025,0000100026,100000000000000058,152,2000,20.05.2025,19.05.2025,03,01,Open,1000,10,00,OR,PO85231,JPY,734616,CIP,NT60,M.SATO
4500000220,11.06.2025,0000100039,100000000000000022,282,4000,19.06.2025,21.06.2025,01,01,Open,1000,10,00,OR,PO81938,JPY,2475678,FOB,NT30,R.ITO
4500000142,18.05.2025,0000100029,100000000000000012,113,2000,29.05.2025,22.05.2025,02,01,Open,1000,10,00,OR,PO54944,JPY,1427755,EXW,NT45,K.TANAKA
4500000147,21.06.2025,0000100004,100000000000000011,118,2000,30.06.2025,30.06.2025,01,01,Open,1000,10,00,OR,PO37936,JPY,1367266,FOB,NT45,Y.SUZUKI
4500000258,25.05.2025,0000100040,100000000000000045,310,1000,31.05.2025,03.06.2025,01,01,Open,1000,10,00,OR,PO97897,JPY,1566120,DAP,NT60,M.SATO
4500000240,29.07.2025,0000100039,100000000000000050,172,4000,04.08.2025,03.08.2025,01,01,Open,1000,10,00,OR,PO27607,JPY,373928,FOB,NT45,M.SATO
4500000182,26.07.2025,0000100019,100000000000000006,234,2000,07.08.2025,31.07.2025,01,01,Open,1000,10,00,OR,PO48155,JPY,1055808,DAP,NT45,K.TANAKA
4500000225,30.07.2025,0000100011,100000000000000046,51,1000,09.08.2025,03.08.2025,01,01,Open,1000,10,00,OR,PO88011,JPY,155397,FOB,NT60,M.SATO
4500000094,04.05.2025,0000100014,100000000000000060,384,2000,16.05.2025,09.05.2025,01,03,Open,1000,10,00,OR,PO33559,JPY,465024,DAP,NT45,M.SATO
4500000235,27.05.2025,0000100019,100000000000000018,400,3000,03.06.2025,01.06.2025,01,01,Open,1000,10,00,OR,PO65436,JPY,395200,FOB,NT45,Y.SUZUKI
4500000215,04.07.2025,0000100026,100000000000000042,292,2000,12.07.2025,09.07.2025,01,01,Open,1000,10,00,OR,PO68160,JPY,3485896,EXW,NT30,Y.SUZUKI
4500000128,20.05.2025,0000100038,100000000000000007,59 ,2000,31.05.2025,24.05.2025,01,01,Open,1000,10,00,OR,PO20722,JPY,245263,DAP,NT60,M.SATO
4500000190,03.06.2025,0000100022,100000000000000050,353,4000,08.06.2025,10.06.2025,01,01,Open,1000,10,00,OR,PO34044,JPY,767422,DAP,NT45,K.TANAKA
4500000028,03.07.2025,0000100018,100000000000000047,56,3000,13.07.2025,08.07.2025,02,01,Open,1000,10,00,OR,PO26749,JPY,225512,EXW,NT30,R.ITO
4500000137,29.06.2025,0000100001,100000000000000017,132,2000,,08.07.2025,01,01,On Hold,1000,10,00,OR,PO91292,JPY,134640,DAP,NT45,K.TANAKA
4500000291,2025-06-04,0000100040,100000000000000033,348,4000,09.06.2025,13.06.2025,02,01,Open,1000,10,00,OR,PO28568,JPY,2734932,EXW,NT30,M.SATO
4500000194,15.07.2025,0000100015,100000000000000053,374,1000,26.07.2025,25.07.2025,01,01,Open,1000,10,00,OR,PO19593,JPY,779416,CIP,NT45,Y.SUZUKI
4500000074,24.07.2025,0000100020,100000000000000031,355,2000,29.07.2025,29.07.2025,01,01,Open,1000,10,00,OR,PO26351,JPY,2617415,CIP,NT45,R.ITO
4500000065,04.06.2025,0000100002,100000000000000023,181,1000,10.06.2025,14.06.2025,01,01,Open,1000,10,00,OR,PO61546,JPY,1875703,DAP,NT60,M.SATO
4500000080,08.07.2025,0000100014,100000000000000036,344,3000,15.07.2025,15.07.2025,01,01,Open,1000,10,00,OR,PO75382,JPY,4733784,CIP,NT45,H.WATANABE
4500000263,08.05.2025,0000100031,100000000000000047,222,1000,14.05.2025,15.05.2025,01,01,Open,1000,10,00,OR,PO65535,JPY,893994,EXW,NT45,M.SATO
4500000005,22.05.2025,0000100024,100000000000000049,281,2000,27.05.2025,30.05.2025,03,02,Open,1000,10,00,OR,PO97983,JPY,1689934,EXW,NT30,R.ITO
4500000133,31.05.2025,0000100037,100000000000000055,186,4000,07.06.2025,05.06.2025,03,03,Open,1000,10,00,OR,PO85882,JPY,2675610,DAP,NT30,K.TANAKA
4500000066,07.05.2025,0000100019,100000000000000013,107,1000,16.05.2025,15.05.2025,02,01,Open,1000,10,00,OR,PO96554,JPY,1009545,EXW,NT45,H.WATANABE
4500000139,23.05.2025,0000100004,100000000000000007,110,3000,01.06.2025,01.06.2025,03,01,Open,1000,10,00,OR,PO26512,JPY,457270,EXW,NT45,H.WATANABE
4500000245,30.07.2025,0000100039,100000000000000048,377,3000,11.08.2025,07.08.2025,02,01,Open,1000,10,00,OR,PO15486,JPY,4904393,DAP,NT30,R.ITO
4500000207,03.05.2025,0000100033,100000000000000025,14,2000,11.05.2025,09.05.2025,01,01,Open,1000,10,00,OR,PO91777,JPY,135730,EXW,NT30,K.TANAKA
4500000051,2025-07-09,0000100014,100000000000000025,237,4000,19.07.2025,19.07.2025,01,01,Open,1000,10,00,OR,PO64523,JPY,2297715,CIP,NT45,M.SATO
4500000283,28.07.2025,0000100007,100000000000000026,272,4000,04.08.2025,04.08.2025,01,01,Open,1000,10,00,OR,PO26414,JPY,1021904,DAP,NT45,K.TANAKA
