TANUM,VBELN,LGNUM,VORGA,CONFIRM_TS,MENGE_CONF,LENUM,VLPLA,NLPLA,MEINS,BENUM,TASTATUS
0000700223,4500000040,3000,PACK_START,26.07.2025 17:21:00,238,HU187289,A-05-03,A-04-03,PC,OP167,C
0000700224,4500000040,3000,PACK_CONFIRM,26.07.2025 21:17:02,238,HU187289,A-05-03,A-04-03,PC,OP167,C
0000700225,4500000040,3000,LOAD,27.07.2025 00:15:31,238,HU187289,A-05-03,A-04-03,PC,OP167,C
0000700226,4500000040,3000,GOODS_ISSUE,27.07.2025 01:48:27,238,HU187289,A-05-03,A-04-03,PC,OP167,C
0000700227,4500000041,3000,PICK_START,10.06.2025 06:00:00,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700228,4500000041,3000,PICK_CONFIRM,10.06.2025 09:53:52,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700229,4500000041,3000,PACK_START,10.06.2025 11:20:54,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700230,4500000041,3000,PACK_CONFIRM,10.06.2025 13:14:01,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700231,4500000041,3000,LOAD,10.06.2025 16:28:34,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700232,4500000041,3000,GOODS_ISSUE,10.06.2025 17:49:39,117,HU857155,A-01-05,A-03-04,PC,OP256,C
0000700233,4500000042,4000,PICK_START,27.05.2025 16:00:00,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700234,4500000042,4000,PICK_CONFIRM,27.05.2025 21:53:58,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700235,4500000042,4000,PACK_START,28.05.2025 02:55:21,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700237,4500000042,4000,LOAD,28.05.2025 08:23:31,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700236,4500000042,4000,PACK_CONFIRM,28.05.2025 05:01:11,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700238,4500000042,4000,GOODS_ISSUE,28.05.2025 09:25:11,156,HU409220,A-03-01,A-01-02,PC,OP260,C
0000700239,4500000043,3000,PICK_START,18.07.2025 10:00:00,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700240,4500000043,3000,PICK_CONFIRM,18.07.2025 14:14:46,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700241,4500000043,3000,PACK_START,18.07.2025 15:28:22,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700242,4500000043,3000,PACK_CONFIRM,18.07.2025 16:35:04,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700243,4500000043,3000,LOAD,18.07.2025 20:34:20,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700244,4500000043,3000,GOODS_ISSUE,18.07.2025 21:48:16,60,HU955556,A-01-01,A-03-02,PC,OP156,C
0000700245,4500000044,2000,PICK_START,21.06.2025 13:00:00,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700246,4500000044,2000,PICK_CONFIRM,21.06.2025 18:45:09,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700247,4500000044,2000,PACK_START,21.06.2025 20:14:58,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700248,4500000044,2000,PACK_CONFIRM,21.06.2025 23:18:23,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700249,4500000044,2000,LOAD,22.06.2025 01:56:23,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700250,4500000044,2000,GOODS_ISSUE,22.06.2025 04:53:44,217,HU865960,A-02-04,A-02-01,PC,OP165,C
0000700251,4500000045,2000,PICK_START,01.07.2025 07:00:00,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700252,4500000045,2000,PICK_CONFIRM,01.07.2025 12:08:56,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700253,4500000045,2000,PACK_START,01.07.2025 16:04:51,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700254,4500000045,2000,PACK_CONFIRM,01.07.2025 19:31:12,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700255,4500000045,2000,LOAD,01.07.2025 21:13:08,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700256,4500000045,2000,GOODS_ISSUE,01.07.2025 23:46:04,333,HU116398,A-04-03,A-05-02,PC,OP299,C
0000700257,4500000046,2000,PICK_START,20.05.2025 08:00:00,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700258,4500000046,2000,PICK_CONFIRM,20.05.2025 10:19:36,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700259,4500000046,2000,PACK_START,20.05.2025 13:25:53,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700261,4500000046,2000,LOAD,20.05.2025 15:57:47,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700260,4500000046,2000,PACK_CONFIRM,20.05.2025 14:46:21,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700262,4500000046,2000,GOODS_ISSUE,20.05.2025 17:51:35,61,HU918427,A-04-04,A-01-04,PC,OP284,C
0000700263,4500000047,3000,PICK_START,23.07.2025 13:00:00,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700264,4500000047,3000,PICK_CONFIRM,23.07.2025 14:22:02,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700265,4500000047,3000,PACK_START,23.07.2025 18:24:32,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700266,4500000047,3000,PACK_CONFIRM,23.07.2025 19:36:21,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700267,4500000047,3000,LOAD,23.07.2025 21:25:51,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700268,4500000047,3000,GOODS_ISSUE,23.07.2025 23:41:49,239,HU881996,A-05-03,A-03-03,PC,OP267,C
0000700269,4500000048,4000,PICK_START,02.07.2025 13:00:00,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700270,4500000048,4000,PICK_CONFIRM,02.07.2025 15:59:37,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700271,4500000048,4000,PACK_START,02.07.2025 18:33:23,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700272,4500000048,4000,PACK_CONFIRM,02.07.2025 20:29:38,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700273,4500000048,4000,LOAD,02.07.2025 22:15:31,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700274,4500000048,4000,GOODS_ISSUE,03.07.2025 01:09:56,55,HU369845,A-05-01,A-05-01,PC,OP254,C
0000700275,4500000049,3000,PICK_START,17.05.2025 06:00:00,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700276,4500000049,3000,PICK_CONFIRM,17.05.2025 11:50:31,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700277,4500000049,3000,PACK_START,17.05.2025 14:36:00,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700278,4500000049,3000,PACK_CONFIRM,17.05.2025 17:20:02,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700279,4500000049,3000,LOAD,17.05.2025 18:58:19,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700280,4500000049,3000,GOODS_ISSUE,17.05.2025 21:17:08,71,HU677637,A-02-02,A-03-05,PC,OP156,C
0000700281,4500000050,2000,PICK_START,18.05.2025 10:00:00,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700282,4500000050,2000,PICK_CONFIRM,18.05.2025 14:30:48,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700283,4500000050,2000,PACK_START,18.05.2025 17:12:45,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700285,4500000050,2000,LOAD,18.05.2025 21:50:25,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700284,4500000050,2000,PACK_CONFIRM,18.05.2025 18:13:51,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700286,4500000050,2000,GOODS_ISSUE,18.05.2025 23:58:23,224,HU440014,A-02-04,A-02-02,PC,OP248,C
0000700287,4500000051,4000,PICK_START,10.07.2025 08:00:00,237,HU760393,A-05-05,A-03-03,PC,OP139,C
0000700288,4500000051,4000,PICK_CONFIRM,10.07.2025 12:46:19,237,HU760393,A-05-05,A-03-03,PC,OP139,C
0000700289,4500000051,4000,PACK_CONFIRM,10.07.2025 15:15:42,237,HU760393,A-05-05,A-03-03,PC,OP139,C
0000700290,4500000051,4000,LOAD,10.07.2025 17:35:27,237,HU760393,A-05-05,A-03-03,PC,OP139,C
0000700291,4500000051,4000,GOODS_ISSUE,10.07.2025 19:26:20,237,HU760393,A-05-05,A-03-03,PC,OP139,C
0000700292,4500000052,3000,PICK_START,17.06.2025 10:00:00,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700293,4500000052,3000,PICK_CONFIRM,17.06.2025 15:43:35,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700294,4500000052,3000,PACK_START,17.06.2025 20:32:50,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700295,4500000052,3000,PACK_CONFIRM,17.06.2025 22:24:56,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700296,4500000052,3000,LOAD,17.06.2025 23:46:32,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700297,4500000052,3000,GOODS_ISSUE,18.06.2025 01:46:13,352,HU567723,A-02-03,A-05-04,PC,OP285,C
0000700298,4500000053,3000,PICK_START,09.07.2025 12:00:00,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700299,4500000053,3000,PICK_CONFIRM,09.07.2025 15:52:01,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700300,4500000053,3000,PACK_START,09.07.2025 18:57:19,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700301,4500000053,3000,PACK_CONFIRM,09.07.2025 20:18:03,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700302,4500000053,3000,LOAD,09.07.2025 21:21:48,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700303,4500000053,3000,GOODS_ISSUE,09.07.2025 23:00:47,41,HU554980,A-03-02,A-01-05,PC,OP222,C
0000700304,4500000054,1000,PICK_START,16.05.2025 08:00:00,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700305,4500000054,1000,PICK_CONFIRM,16.05.2025 09:22:54,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700306,4500000054,1000,PACK_START,16.05.2025 13:02:05,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700307,4500000054,1000,PACK_CONFIRM,16.05.2025 14:36:59,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700308,4500000054,1000,LOAD,16.05.2025 17:56:43,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700309,4500000054,1000,GOODS_ISSUE,16.05.2025 19:38:51,129,HU198242,A-04-01,A-02-01,PC,OP217,C
0000700310,4500000055,2000,PICK_START,24.05.2025 15:00:00,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700311,4500000055,2000,PICK_CONFIRM,24.05.2025 18:14:40,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700312,4500000055,2000,PACK_START,24.05.2025 22:04:01,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700314,4500000055,2000,LOAD,25.05.2025 03:50:47,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700313,4500000055,2000,PACK_CONFIRM,25.05.2025 00:58:22,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700315,4500000055,2000,GOODS_ISSUE,25.05.2025 06:34:29,313,HU294015,A-02-01,A-02-02,PC,OP245,C
0000700316,4500000056,3000,PICK_START,30.06.2025 07:00:00,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700317,4500000056,3000,PICK_CONFIRM,30.06.2025 11:13:23,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700318,4500000056,3000,PACK_START,30.06.2025 12:40:29,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700319,4500000056,3000,PACK_CONFIRM,30.06.2025 15:27:25,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700320,4500000056,3000,LOAD,30.06.2025 17:36:37,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700321,4500000056,3000,GOODS_ISSUE,30.06.2025 19:46:16,307,HU614345,A-05-04,A-02-01,PC,OP265,C
0000700322,4500000057,2000,PICK_START,14.06.2025 13:00:00,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700323,4500000057,2000,PICK_CONFIRM,14.06.2025 18:57:17,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700324,4500000057,2000,PACK_START,14.06.2025 23:00:14,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700325,4500000057,2000,PACK_CONFIRM,15.06.2025 01:05:44,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700326,4500000057,2000,LOAD,15.06.2025 04:50:58,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700327,4500000057,2000,GOODS_ISSUE,15.06.2025 06:37:27,36,HU395744,A-01-01,A-02-05,PC,OP141,C
0000700328,4500000058,4000,PICK_START,13.05.2025 16:00:00,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700329,4500000058,4000,PICK_CONFIRM,13.05.2025 20:29:32,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700330,4500000058,4000,PACK_START,14.05.2025 00:28:03,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700331,4500000058,4000,PACK_CONFIRM,14.05.2025 04:16:53,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700332,4500000058,4000,LOAD,14.05.2025 06:12:37,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700333,4500000058,4000,GOODS_ISSUE,14.05.2025 07:57:49,150,HU286367,A-03-03,A-05-02,PC,OP255,C
0000700334,4500000059,3000,PICK_START,25.07.2025 08:00:00,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700335,4500000059,3000,PICK_CONFIRM,25.07.2025 09:46:29,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700336,4500000059,3000,PACK_START,25.07.2025 14:42:55,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700337,4500000059,3000,PACK_CONFIRM,25.07.2025 17:14:18,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700338,4500000059,3000,LOAD,25.07.2025 19:51:27,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700339,4500000059,3000,GOODS_ISSUE,25.07.2025 22:20:05,14,HU296972,A-01-03,A-01-05,PC,OP118,C
0000700340,4500000060,2000,PICK_START,21.07.2025 09:00:00,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700341,4500000060,2000,PICK_CONFIRM,21.07.2025 14:50:52,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700342,4500000060,2000,PACK_START,21.07.2025 19:36:35,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700343,4500000060,2000,PACK_CONFIRM,21.07.2025 22:57:40,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700344,4500000060,2000,LOAD,22.07.2025 00:39:47,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700345,4500000060,2000,GOODS_ISSUE,22.07.2025 02:08:29,97,HU547107,A-02-03,A-03-05,PC,OP265,C
0000700346,4500000061,4000,PICK_START,04.07.2025 13:00:00,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700347,4500000061,4000,PICK_CONFIRM,04.07.2025 18:22:14,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700348,4500000061,4000,PACK_START,04.07.2025 19:53:00,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700349,4500000061,4000,PACK_CONFIRM,04.07.2025 23:25:16,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700350,4500000061,4000,LOAD,05.07.2025 02:58:28,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700351,4500000061,4000,GOODS_ISSUE,05.07.2025 04:32:41,262,HU522056,A-01-04,A-05-04,PC,OP234,C
0000700352,4500000062,2000,PICK_START,29.06.2025 07:00:00,235,HU243960,A-05-04,A-05-05,PC,OP103,C
0000700353,4500000062,2000,PICK_CONFIRM,29.06.2025 09:52:28,235,HU243960,A-05-04,A-05-05,PC,OP103,C
0000700354,4500000062,2000,PACK_CONFIRM,29.06.2025 17:27:34,235,HU243960,A-05-04,A-05-05,PC,OP103,C
0000700355,4500000062,2000,LOAD,29.06.2025 20:58:37,235,HU243960,A-05-04,A-05-05,PC,OP103,C
0000700356,4500000062,2000,GOODS_ISSUE,29.06.2025 23:16:37,235,HU243960,A-05-04,A-05-05,PC,OP103,C
0000700357,4500000064,2000,PICK_START,21.07.2025 07:00:00,372,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700358,4500000064,2000,PICK_CONFIRM,21.07.2025 10:37:02,373,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700359,4500000064,2000,PACK_START,21.07.2025 16:23:03,373,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700360,4500000064,2000,PACK_CONFIRM,21.07.2025 19:01:00,373,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700361,4500000064,2000,LOAD,21.07.2025 22:22:33,373,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700362,4500000064,2000,GOODS_ISSUE,22.07.2025 00:23:28,373,HU732599,A-01-04,A-03-03,PC,OP198,C
0000700363,4500000065,1000,PICK_START,05.06.2025 11:00:00,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700364,4500000065,1000,PICK_CONFIRM,05.06.2025 14:43:48,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700365,4500000065,1000,PACK_START,05.06.2025 16:36:19,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700366,4500000065,1000,PACK_CONFIRM,05.06.2025 19:56:34,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700367,4500000065,1000,LOAD,05.06.2025 22:20:12,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700368,4500000065,1000,GOODS_ISSUE,06.06.2025 00:43:39,181,HU121722,A-01-04,A-01-01,PC,OP295,C
0000700369,4500000066,1000,PICK_START,08.05.2025 16:00:00,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700370,4500000066,1000,PICK_CONFIRM,08.05.2025 17:57:19,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700371,4500000066,1000,PACK_START,08.05.2025 22:51:35,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700372,4500000066,1000,PACK_CONFIRM,09.05.2025 02:27:25,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700373,4500000066,1000,LOAD,09.05.2025 04:27:10,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700374,4500000066,1000,GOODS_ISSUE,09.05.2025 05:42:06,107,HU970860,A-05-01,A-01-02,PC,OP133,C
0000700375,4500000067,4000,PICK_START,27.05.2025 14:00:00,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700376,4500000067,4000,PICK_CONFIRM,27.05.2025 16:28:07,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700377,4500000067,4000,PACK_START,27.05.2025 19:06:30,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700378,4500000067,4000,PACK_CONFIRM,27.05.2025 20:59:43,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700379,4500000067,4000,LOAD,27.05.2025 23:19:59,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700380,4500000067,4000,GOODS_ISSUE,28.05.2025 01:46:06,193,HU360406,A-05-05,A-01-03,PC,OP168,C
0000700381,4500000068,3000,PICK_START,18.06.2025 08:00:00,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700382,4500000068,3000,PICK_CONFIRM,18.06.2025 13:14:36,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700383,4500000068,3000,PACK_START,18.06.2025 16:26:03,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700384,4500000068,3000,PACK_CONFIRM,18.06.2025 17:48:46,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700385,4500000068,3000,LOAD,18.06.2025 19:31:15,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700386,4500000068,3000,GOODS_ISSUE,18.06.2025 21:48:40,332,HU249564,A-05-01,A-04-05,PC,OP103,C
0000700387,4500000069,3000,PICK_START,29.07.2025 06:00:00,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700388,4500000069,3000,PICK_CONFIRM,29.07.2025 10:40:42,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700389,4500000069,3000,PACK_START,29.07.2025 13:36:47,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700390,4500000069,3000,PACK_CONFIRM,29.07.2025 16:17:53,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700391,4500000069,3000,LOAD,29.07.2025 18:05:01,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700392,4500000069,3000,GOODS_ISSUE,29.07.2025 19:36:15,232,HU930892,A-01-01,A-01-04,PC,OP238,C
0000700393,4500000070,1000,PICK_START,31.05.2025 07:00:00,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700394,4500000070,1000,PICK_CONFIRM,31.05.2025 10:44:59,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700396,4500000070,1000,PACK_CONFIRM,31.05.2025 14:43:20,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700395,4500000070,1000,PACK_START,31.05.2025 13:14:59,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700397,4500000070,1000,LOAD,31.05.2025 17:51:03,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700398,4500000070,1000,GOODS_ISSUE,31.05.2025 20:15:05,236,HU871889,A-03-01,A-05-03,PC,OP121,C
0000700399,4500000071,4000,PICK_START,29.05.2025 07:00:00,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700400,4500000071,4000,PICK_CONFIRM,29.05.2025 09:32:47,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700401,4500000071,4000,PACK_START,29.05.2025 14:08:26,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700402,4500000071,4000,PACK_CONFIRM,29.05.2025 16:43:04,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700403,4500000071,4000,LOAD,29.05.2025 20:01:31,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700404,4500000071,4000,GOODS_ISSUE,29.05.2025 22:40:19,18,HU312149,A-01-05,A-04-01,PC,OP294,C
0000700405,4500000072,2000,PICK_START,04.07.2025 08:00:00,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700406,4500000072,2000,PICK_CONFIRM,04.07.2025 10:31:14,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700407,4500000072,2000,PACK_START,04.07.2025 16:11:39,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700408,4500000072,2000,PACK_CONFIRM,04.07.2025 17:52:14,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700410,4500000072,2000,GOODS_ISSUE,04.07.2025 23:45:03,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700409,4500000072,2000,LOAD,04.07.2025 21:42:47,287,HU690192,A-03-05,A-02-01,PC,OP178,C
0000700411,4500000073,1000,PICK_START,20.05.2025 07:00:00,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700412,4500000073,1000,PICK_CONFIRM,20.05.2025 08:13:38,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700413,4500000073,1000,PACK_START,20.05.2025 12:06:40,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700414,4500000073,1000,PACK_CONFIRM,20.05.2025 15:03:52,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700415,4500000073,1000,LOAD,20.05.2025 18:21:55,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700416,4500000073,1000,GOODS_ISSUE,20.05.2025 20:11:54,262,HU447871,A-04-01,A-01-05,PC,OP162,C
0000700417,4500000074,2000,PICK_START,25.07.2025 11:00:00,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700418,4500000074,2000,PICK_CONFIRM,25.07.2025 15:01:59,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700419,4500000074,2000,PACK_START,25.07.2025 19:37:30,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700420,4500000074,2000,PACK_CONFIRM,25.07.2025 22:49:39,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700421,4500000074,2000,LOAD,26.07.2025 02:24:36,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700422,4500000074,2000,GOODS_ISSUE,26.07.2025 05:21:38,355,HU158589,A-04-03,A-05-03,PC,OP168,C
0000700423,4500000075,1000,PICK_START,13.06.2025 11:00:00,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700424,4500000075,1000,PICK_CONFIRM,13.06.2025 16:40:07,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700425,4500000075,1000,PACK_START,13.06.2025 18:37:04,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700426,4500000075,1000,PACK_CONFIRM,13.06.2025 20:05:45,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700427,4500000075,1000,LOAD,14.06.2025 00:05:01,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700428,4500000075,1000,GOODS_ISSUE,14.06.2025 02:01:02,141,HU757966,A-04-03,A-01-04,PC,OP105,C
0000700429,4500000076,2000,PICK_START,09.07.2025 06:00:00,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700430,4500000076,2000,PICK_CONFIRM,09.07.2025 11:14:09,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700431,4500000076,2000,PACK_START,09.07.2025 16:38:53,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700432,4500000076,2000,PACK_CONFIRM,09.07.2025 19:49:50,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700433,4500000076,2000,LOAD,09.07.2025 23:07:20,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700434,4500000076,2000,GOODS_ISSUE,10.07.2025 00:51:14,303,HU964996,A-01-02,A-01-04,PC,OP239,C
0000700435,4500000077,4000,PICK_START,14.07.2025 14:00:00,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700436,4500000077,4000,PICK_CONFIRM,14.07.2025 19:41:41,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700437,4500000077,4000,PACK_START,14.07.2025 21:41:24,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700438,4500000077,4000,PACK_CONFIRM,15.07.2025 00:13:02,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700439,4500000077,4000,LOAD,15.07.2025 02:43:03,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700440,4500000077,4000,GOODS_ISSUE,15.07.2025 03:48:29,263,HU411152,A-01-04,A-04-02,PC,OP206,C
0000700441,4500000078,2000,PICK_START,25.05.2025 14:00:00,172,HU248724,A-01-01,A-02-03,PC,OP106,C
0000700442,4500000078,2000,PICK_CONFIRM,25.05.2025 17:39:42,172,HU248724,A-01-01,A-02-03,PC,OP106,C
0000700444,4500000078,2000,PACK_CONFIRM,25.05.2025 23:36:28,172,HU248724,A-01-01,A-02-03,PC,OP106,C
0000700443,4500000078,2000,PACK_START,25.05.2025 20:09:38,172,HU248724,A-01-01,A-02-03,PC,OP106,C
0000700446,4500000078,2000,GOODS_ISSUE,26.05.2025 04:03:38,172,HU248724,A-01-01,A-02-03,PC,OP106,C
